option,timestamp_ms,datetime_et,open,high,low,close,volume,vwap,transactions,otc
O:SPY240315C00470000,1710268140000,2024-03-12T14:29:00-04:00,46.63,46.63,46.63,46.63,1,46.63,1,
O:SPY240315C00470000,1710268620000,2024-03-12T14:37:00-04:00,47.06,47.06,47.06,47.06,2,47.06,1,
O:SPY240315C00470000,1710270480000,2024-03-12T15:08:00-04:00,47.06,47.06,47.05,47.05,3,47.0533,3,
O:SPY240315C00470000,1710271800000,2024-03-12T15:30:00-04:00,47.4,47.4,47.4,47.4,1,47.4,1,
O:SPY240315C00470000,1710272640000,2024-03-12T15:44:00-04:00,47.18,47.18,47.18,47.18,1,47.18,1,
O:SPY240315C00470000,1710339420000,2024-03-13T10:17:00-04:00,46.6,46.6,46.6,46.6,2,46.6,2,
O:SPY240315C00470000,1710339540000,2024-03-13T10:19:00-04:00,46.65,46.65,46.65,46.65,4,46.65,1,
O:SPY240315C00470000,1710340320000,2024-03-13T10:32:00-04:00,46.7,46.7,46.7,46.7,1,46.7,1,
O:SPY240315C00470000,1710340740000,2024-03-13T10:39:00-04:00,46.6,46.6,46.6,46.6,1,46.6,1,
O:SPY240315C00470000,1710340920000,2024-03-13T10:42:00-04:00,46.66,46.66,46.66,46.66,25,46.66,1,
O:SPY240315C00470000,1710343680000,2024-03-13T11:28:00-04:00,46.4,46.4,46.4,46.4,30,46.4,1,
O:SPY240315C00470000,1710343740000,2024-03-13T11:29:00-04:00,46.29,46.29,46.29,46.29,1,46.29,1,
O:SPY240315C00470000,1710345900000,2024-03-13T12:05:00-04:00,46.6,46.6,46.6,46.6,297,46.6,1,
O:SPY240315C00470000,1710346140000,2024-03-13T12:09:00-04:00,46.44,46.44,46.44,46.44,1,46.44,1,
O:SPY240315C00470000,1710347880000,2024-03-13T12:38:00-04:00,46.54,46.54,46.54,46.54,5,46.54,1,
O:SPY240315C00470000,1710349320000,2024-03-13T13:02:00-04:00,47.11,47.11,47.11,47.11,1,47.11,1,
O:SPY240315C00470000,1710349800000,2024-03-13T13:10:00-04:00,47.24,47.24,47.24,47.24,7,47.24,1,
O:SPY240315C00470000,1710350100000,2024-03-13T13:15:00-04:00,47.18,47.18,47.18,47.18,2,47.18,1,
O:SPY240315C00470000,1710350760000,2024-03-13T13:26:00-04:00,47.27,47.27,47.27,47.27,1,47.27,1,
O:SPY240315C00470000,1710351300000,2024-03-13T13:35:00-04:00,47.08,47.11,46.92,47.1,12,47.0883,9,
O:SPY240315C00470000,1710354900000,2024-03-13T14:35:00-04:00,47.2,47.2,47.2,47.2,1,47.2,1,
O:SPY240315C00470000,1710355020000,2024-03-13T14:37:00-04:00,47.12,47.12,47.12,47.12,7,47.12,1,
O:SPY240315C00470000,1710355380000,2024-03-13T14:43:00-04:00,47,47,47,47,1,47,1,
O:SPY240315C00470000,1710355680000,2024-03-13T14:48:00-04:00,47.01,47.01,47.01,47.01,1,47.01,1,
O:SPY240315C00470000,1710358020000,2024-03-13T15:27:00-04:00,46.16,46.16,46.16,46.16,1,46.16,1,
O:SPY240315C00470000,1710359400000,2024-03-13T15:50:00-04:00,46.36,46.38,46.36,46.38,10,46.366,2,
O:SPY240315C00470000,1710423000000,2024-03-14T09:30:00-04:00,46.94,46.94,46.93,46.93,2,46.935,2,
O:SPY240315C00470000,1710423060000,2024-03-14T09:31:00-04:00,46.78,46.78,46.78,46.78,1,46.78,1,
O:SPY240315C00470000,1710423180000,2024-03-14T09:33:00-04:00,46.64,46.64,46.64,46.64,5,46.64,3,
O:SPY240315C00470000,1710423300000,2024-03-14T09:35:00-04:00,46.82,46.82,46.82,46.82,1,46.82,1,
O:SPY240315C00470000,1710423360000,2024-03-14T09:36:00-04:00,46.74,46.74,46.74,46.74,14,46.74,1,
O:SPY240315C00470000,1710424380000,2024-03-14T09:53:00-04:00,44.19,44.19,44.19,44.19,1,44.19,1,
O:SPY240315C00470000,1710424560000,2024-03-14T09:56:00-04:00,44.21,44.21,44.21,44.21,1,44.21,1,
O:SPY240315C00470000,1710424980000,2024-03-14T10:03:00-04:00,43.76,44.11,43.76,44.11,12,43.8833,8,
O:SPY240315C00470000,1710425100000,2024-03-14T10:05:00-04:00,44.15,44.15,44.15,44.15,1,44.15,1,
O:SPY240315C00470000,1710425400000,2024-03-14T10:10:00-04:00,44.42,44.42,44.42,44.42,1,44.42,1,
O:SPY240315C00470000,1710427260000,2024-03-14T10:41:00-04:00,44.8,44.8,44.63,44.63,2,44.715,2,
O:SPY240315C00470000,1710427680000,2024-03-14T10:48:00-04:00,45.12,45.12,45.12,45.12,47,45.12,1,
O:SPY240315C00470000,1710429000000,2024-03-14T11:10:00-04:00,44.89,44.89,44.89,44.89,45,44.89,1,
O:SPY240315C00470000,1710429600000,2024-03-14T11:20:00-04:00,44.97,44.97,44.58,44.58,14,44.675,10,
O:SPY240315C00470000,1710429960000,2024-03-14T11:26:00-04:00,44.23,44.23,44.19,44.2,5,44.21,4,
O:SPY240315C00470000,1710430320000,2024-03-14T11:32:00-04:00,44.25,44.25,44.21,44.21,5,44.226,4,
O:SPY240315C00470000,1710431100000,2024-03-14T11:45:00-04:00,44.62,44.62,44.62,44.62,3,44.62,1,
O:SPY240315C00470000,1710431580000,2024-03-14T11:53:00-04:00,44.74,44.74,44.74,44.74,2,44.74,1,
O:SPY240315C00470000,1710432480000,2024-03-14T12:08:00-04:00,44,44,44,44,5,44,2,
O:SPY240315C00470000,1710432600000,2024-03-14T12:10:00-04:00,43.97,43.97,43.97,43.97,4,43.97,1,
O:SPY240315C00470000,1710434460000,2024-03-14T12:41:00-04:00,44.54,44.54,44.54,44.54,1,44.54,1,
O:SPY240315C00470000,1710435600000,2024-03-14T13:00:00-04:00,43.85,43.85,43.85,43.85,7,43.85,4,
O:SPY240315C00470000,1710435900000,2024-03-14T13:05:00-04:00,43.81,44,43.8,43.81,7521,43.8183,16,
O:SPY240315C00470000,1710436500000,2024-03-14T13:15:00-04:00,43.76,43.76,43.76,43.76,1,43.76,1,
O:SPY240315C00470000,1710437220000,2024-03-14T13:27:00-04:00,43.44,43.44,43.44,43.44,3,43.44,1,
O:SPY240315C00470000,1710437460000,2024-03-14T13:31:00-04:00,42.76,42.76,42.76,42.76,10,42.76,1,
O:SPY240315C00470000,1710438060000,2024-03-14T13:41:00-04:00,43.45,43.45,43.45,43.45,5,43.45,1,
O:SPY240315C00470000,1710438900000,2024-03-14T13:55:00-04:00,44.45,44.45,44.45,44.45,6,44.45,1,
O:SPY240315C00470000,1710440400000,2024-03-14T14:20:00-04:00,44.98,44.98,44.98,44.98,1,44.98,1,
O:SPY240315C00470000,1710441000000,2024-03-14T14:30:00-04:00,44.67,44.67,44.67,44.67,1,44.67,1,
O:SPY240315C00470000,1710442140000,2024-03-14T14:49:00-04:00,44.85,44.85,44.85,44.85,1,44.85,1,
O:SPY240315C00470000,1710442500000,2024-03-14T14:55:00-04:00,44.1,44.1,44.1,44.1,5,44.1,1,
O:SPY240315C00470000,1710442620000,2024-03-14T14:57:00-04:00,43.65,44.2,43.65,44.15,23400,44.1087,12,
O:SPY240315C00470000,1710443040000,2024-03-14T15:04:00-04:00,43.63,43.63,43.63,43.63,50,43.63,1,
O:SPY240315C00470000,1710443100000,2024-03-14T15:05:00-04:00,43.16,43.17,43.16,43.17,25815,43.1665,2,
O:SPY240315C00470000,1710443160000,2024-03-14T15:06:00-04:00,43.39,43.39,43.39,43.39,1,43.39,1,
O:SPY240315C00470000,1710443220000,2024-03-14T15:07:00-04:00,43.32,43.32,43.32,43.32,1,43.32,1,
O:SPY240315C00470000,1710443280000,2024-03-14T15:08:00-04:00,43.14,43.14,43.14,43.14,3,43.14,1,
O:SPY240315C00470000,1710443880000,2024-03-14T15:18:00-04:00,42.85,42.85,42.85,42.85,1,42.85,1,
O:SPY240315C00470000,1710444540000,2024-03-14T15:29:00-04:00,42.75,42.75,42.75,42.75,95,42.75,1,
O:SPY240315C00470000,1710444720000,2024-03-14T15:32:00-04:00,42.42,42.42,42.42,42.42,11,42.42,1,
O:SPY240315C00470000,1710444960000,2024-03-14T15:36:00-04:00,42.29,42.29,42.28,42.28,3600,42.2892,2,
O:SPY240315C00470000,1710445080000,2024-03-14T15:38:00-04:00,42.37,42.37,42.37,42.37,30,42.37,1,
O:SPY240315C00470000,1710445620000,2024-03-14T15:47:00-04:00,42.96,42.97,42.96,42.97,10,42.969,6,
O:SPY240315C00470000,1710445800000,2024-03-14T15:50:00-04:00,43.58,43.58,43.58,43.58,1,43.58,1,
O:SPY240315C00470000,1710446100000,2024-03-14T15:55:00-04:00,44.2,44.2,44.2,44.2,1,44.2,1,
O:SPY240315C00470000,1710509400000,2024-03-15T09:30:00-04:00,40.27,40.27,40.27,40.27,1,40.27,1,
O:SPY240315C00470000,1710510000000,2024-03-15T09:40:00-04:00,39.09,39.09,39.09,39.09,2,39.09,1,
O:SPY240315C00470000,1710510540000,2024-03-15T09:49:00-04:00,39.56,39.56,39.56,39.56,1,39.56,1,
O:SPY240315C00470000,1710513480000,2024-03-15T10:38:00-04:00,41,41,41,41,25,41,1,
O:SPY240315C00470000,1710516840000,2024-03-15T11:34:00-04:00,40.4,40.4,40.4,40.4,4,40.4,1,
O:SPY240315C00470000,1710517020000,2024-03-15T11:37:00-04:00,40.15,40.15,40.15,40.15,2,40.15,1,
O:SPY240315C00470000,1710524880000,2024-03-15T13:48:00-04:00,39,39,39,39,1,39,1,
O:SPY240315C00470000,1710525960000,2024-03-15T14:06:00-04:00,39.5,39.5,39.5,39.5,1,39.5,1,
O:SPY240315C00470000,1710530700000,2024-03-15T15:25:00-04:00,40,40,40,40,1,40,1,
O:SPY240315C00470000,1710532080000,2024-03-15T15:48:00-04:00,39.77,39.77,39.77,39.77,1,39.77,1,
O:SPY240315C00470000,1710532560000,2024-03-15T15:56:00-04:00,39.51,39.51,39.51,39.51,1,39.51,1,
